author,link,city,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,year_of_construction,living_meters,kitchen_meters,phone,district,street,underground,residential_complex
ESTATEBERRY,https://www.cian.ru/rent/flat/291638943/,Москва,rent,flat,4,8,4,116.4,330000,0,2008,-1.0,-1.0,79670751821,Хамовники,Хамовнический Вал,Спортивная,
Chase R.E.S.,https://www.cian.ru/rent/flat/275327659/,Москва,rent,flat,4,6,4,175.0,340000,0,2001,100.0,20.0,79645643477,Пресненский,Скарятинский переулок,Баррикадная,
Intermark Real Estate,https://www.cian.ru/rent/flat/276300139/,Москва,rent,flat,3,5,4,132.0,345000,0,1917,78.0,10.0,79671298300,Замоскворечье,Малая Ордынка,Третьяковская,
Point Estate Город,https://www.cian.ru/rent/flat/285166837/,Москва,rent,flat,9,10,4,111.0,350000,0,1958,88.0,-1.0,79660628891,Арбат,Новинский бульвар,Баррикадная,
Point Estate Город,https://www.cian.ru/rent/flat/279616379/,Москва,rent,flat,5,6,4,100.0,350000,0,1932,80.0,-1.0,79660628891,Пресненский,Спиридоновка,Пушкинская,
Trust Realty,https://www.cian.ru/rent/flat/286873798/,Москва,rent,flat,17,17,4,350.0,350000,0,2002,239.0,15.0,79660626639,Тверской,Новослободская,Новослободская,
Point Estate Город,https://www.cian.ru/rent/flat/291744602/,Москва,rent,flat,4,12,4,156.0,350000,0,2002,124.0,-1.0,79855841360,Арбат,Малый Каковинский переулок,Смоленская,
Point Estate Город,https://www.cian.ru/rent/flat/285247920/,Москва,rent,flat,17,23,4,156.0,350000,0,2011,97.0,-1.0,79855841360,Очаково-Матвеевское,Староволынская,Минская,
Point Estate Город,https://www.cian.ru/rent/flat/285097365/,Москва,rent,flat,3,4,4,180.0,350000,0,1870,144.0,-1.0,79855841360,Арбат,Арбат,Смоленская,
ALVO Group,https://www.cian.ru/rent/flat/292298073/,Москва,rent,flat,3,5,4,120.0,350000,0,1910,80.0,20.0,79031021845,Хамовники,Остоженка,Кропоткинская,
Penny Lane Realty,https://www.cian.ru/rent/flat/290916048/,Москва,rent,flat,9,11,4,135.0,350000,0,-1,99.0,15.0,79153034950,Арбат,Новинский бульвар,Смоленская,
Penny Lane Realty,https://www.cian.ru/rent/flat/288666897/,Москва,rent,flat,5,7,4,160.0,350000,0,1914,84.0,25.0,79851530603,Тверской,Тверская,Тверская,
Penny Lane Realty,https://www.cian.ru/rent/flat/288666840/,Москва,rent,flat,3,4,4,145.0,350000,0,1917,87.0,25.0,79153034950,Хамовники,Пожарский переулок,Кропоткинская,
Penny Lane Realty,https://www.cian.ru/rent/flat/288666806/,Москва,rent,flat,3,4,4,200.0,350000,0,1870,110.0,10.0,79852732461,Арбат,Арбат,Смоленская,
Penny Lane Realty,https://www.cian.ru/rent/flat/288666272/,Москва,rent,flat,5,6,4,100.0,350000,0,1932,78.0,10.0,79850784230,Пресненский,Спиридоновка,Тверская,
Capital Mars,https://www.cian.ru/rent/flat/290243225/,Москва,rent,flat,14,16,4,165.0,350000,0,2006,97.0,22.0,79150936992,Хорошевский,Чапаевский переулок,Аэропорт,
Capital Mars,https://www.cian.ru/rent/flat/292486442/,Москва,rent,flat,2,8,4,200.0,350000,0,2000,140.0,17.0,79660585189,Хамовники,Плющиха,Смоленская,
Capital Mars,https://www.cian.ru/rent/flat/287001748/,Москва,rent,flat,9,10,4,130.0,350000,0,1958,85.0,8.0,79858234032,Арбат,Новинский бульвар,Смоленская,
Capital Mars,https://www.cian.ru/rent/flat/283304229/,Москва,rent,flat,1,4,4,220.0,350000,0,2003,-1.0,15.0,79651075606,Крылатское,Островной проезд,Крылатское,
Capital Mars,https://www.cian.ru/rent/flat/291179733/,Москва,rent,flat,4,12,4,156.0,350000,0,2002,89.0,15.0,79067622630,Арбат,Малый Каковинский переулок,Смоленская,
Capital Mars,https://www.cian.ru/rent/flat/288233561/,Москва,rent,flat,5,7,4,150.0,350000,0,1914,89.0,20.0,79161616870,Тверской,Тверская,Маяковская,
Capital Mars,https://www.cian.ru/rent/flat/291777328/,Москва,rent,flat,3,4,4,145.0,350000,0,1917,87.0,25.0,79852009615,Хамовники,Пожарский переулок,Кропоткинская,
Capital Mars,https://www.cian.ru/rent/flat/291915402/,Москва,rent,flat,16,17,4,155.0,350000,25,1996,125.0,17.0,79151183502,Дорогомилово,Дунаевского,Студенческая,
Capital Mars,https://www.cian.ru/rent/flat/291682440/,Москва,rent,flat,3,9,4,135.0,350000,0,1954,-1.0,6.0,79647047498,Тверской,1-я Тверская-Ямская,Белорусская,
Delight  Realty,https://www.cian.ru/rent/flat/282959630/,Москва,rent,flat,3,4,4,200.0,350000,0,1870,-1.0,50.0,79858906254,Арбат,Арбат,Арбатская,
Intermark Real Estate,https://www.cian.ru/rent/flat/268872145/,Москва,rent,flat,6,17,4,212.0,350000,0,1998,165.0,10.0,79660342340,Арбат,Новый Арбат,Смоленская,
Юрмаст,https://www.cian.ru/rent/flat/292630678/,Москва,rent,flat,3,11,4,125.0,350000,0,1955,52.0,41.0,79671573321,Хамовники,Комсомольский проспект,Спортивная,
Intermark Real Estate,https://www.cian.ru/rent/flat/290711815/,Москва,rent,flat,5,7,4,162.0,350000,0,1914,85.0,22.0,79660531236,Тверской,Тверская,Маяковская,
Moscow Estate,https://www.cian.ru/rent/flat/257799472/,Москва,rent,flat,1,4,4,135.0,350000,0,-1,-1.0,-1.0,79152862039,Хамовники,Гагаринский переулок,Смоленская,
SPENСER ESTATE,https://www.cian.ru/rent/flat/262583825/,Москва,rent,flat,9,10,4,135.0,350000,0,1958,-1.0,-1.0,79851823102,Арбат,Новинский бульвар,Смоленская,
Intermark Real Estate,https://www.cian.ru/rent/flat/283457386/,Москва,rent,flat,5,6,4,170.0,350000,0,2004,128.0,13.0,79623694457,Мещанский,Сретенка,Сретенский бульвар,
Intermark Real Estate,https://www.cian.ru/rent/flat/273448767/,Москва,rent,flat,2,4,4,170.0,349000,0,1870,100.0,23.0,79852436403,Арбат,Арбат,Смоленская,
Intermark Real Estate,https://www.cian.ru/rent/flat/266876864/,Москва,rent,flat,9,12,4,120.0,350000,0,1958,81.0,9.0,79150744277,Арбат,Новинский бульвар,Смоленская,
Intermark Real Estate,https://www.cian.ru/rent/flat/268272142/,Москва,rent,flat,5,5,4,179.0,350000,0,2002,103.0,12.0,79660313562,Покровское-Стрешнево,Береговая,Спартак,
Intermark Real Estate,https://www.cian.ru/rent/flat/292493690/,Москва,rent,flat,2,8,4,200.0,350000,0,2000,140.0,17.0,79104158059,Хамовники,Плющиха,Смоленская,
Intermark Real Estate,https://www.cian.ru/rent/flat/271992616/,Москва,rent,flat,1,5,4,203.0,350000,0,2002,92.0,25.0,79104158059,Покровское-Стрешнево,Береговая,Спартак,
SKOLKOVO НЕДВИЖИМОСТЬ,https://www.cian.ru/rent/flat/292497931/,Москва,rent,flat,14,16,4,165.0,350000,0,2006,-1.0,17.0,79623643904,Хорошевский,Чапаевский переулок,Аэропорт,
Apple Real Estate,https://www.cian.ru/rent/flat/267523329/,Москва,rent,flat,38,39,4,260.0,350000,0,2007,123.0,40.0,79855891007,Хорошевский,Хорошевское шоссе,Беговая,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/291957279/,Москва,rent,flat,4,12,4,156.0,350000,0,2002,-1.0,-1.0,79645388065,Арбат,Малый Каковинский переулок,Смоленская,
Delight  Realty,https://www.cian.ru/rent/flat/281228734/,Москва,rent,flat,2,19,4,180.0,350000,0,1999,-1.0,10.0,79645744066,Тверской,Краснопролетарская,Новослободская,
Delight  Realty,https://www.cian.ru/rent/flat/290293204/,Москва,rent,flat,15,57,4,228.0,350000,0,2006,-1.0,20.0,79858906254,Хорошевский,Чапаевский переулок,Сокол,
Delight  Realty,https://www.cian.ru/rent/flat/283850843/,Москва,rent,flat,4,5,4,190.0,350000,0,2001,-1.0,18.0,79164423390,Пресненский,Скарятинский переулок,Баррикадная,
Delight  Realty,https://www.cian.ru/rent/flat/271987701/,Москва,rent,flat,5,7,4,160.0,350000,0,1914,-1.0,22.0,79175419059,Тверской,Тверская,Маяковская,
Capital Mars,https://www.cian.ru/rent/flat/292486442/,Москва,rent,flat,2,8,4,200.0,350000,0,2000,140.0,17.0,79660585189,Хамовники,Плющиха,Смоленская,
Capital Mars,https://www.cian.ru/rent/flat/287001748/,Москва,rent,flat,9,10,4,130.0,350000,0,1958,85.0,8.0,79858234032,Арбат,Новинский бульвар,Смоленская,
Capital Mars,https://www.cian.ru/rent/flat/283304229/,Москва,rent,flat,1,4,4,220.0,350000,0,2003,-1.0,15.0,79651075606,Крылатское,Островной проезд,Крылатское,
Capital Mars,https://www.cian.ru/rent/flat/291179733/,Москва,rent,flat,4,12,4,156.0,350000,0,2002,89.0,15.0,79067622630,Арбат,Малый Каковинский переулок,Смоленская,
Capital Mars,https://www.cian.ru/rent/flat/288233561/,Москва,rent,flat,5,7,4,150.0,350000,0,1914,89.0,20.0,79161616870,Тверской,Тверская,Маяковская,
Capital Mars,https://www.cian.ru/rent/flat/291777328/,Москва,rent,flat,3,4,4,145.0,350000,0,1917,87.0,25.0,79852009615,Хамовники,Пожарский переулок,Кропоткинская,
Capital Mars,https://www.cian.ru/rent/flat/291915402/,Москва,rent,flat,16,17,4,155.0,350000,25,1996,125.0,17.0,79151183502,Дорогомилово,Дунаевского,Студенческая,
Capital Mars,https://www.cian.ru/rent/flat/291682440/,Москва,rent,flat,3,9,4,135.0,350000,0,1954,-1.0,6.0,79647047498,Тверской,1-я Тверская-Ямская,Белорусская,
Delight  Realty,https://www.cian.ru/rent/flat/282959630/,Москва,rent,flat,3,4,4,200.0,350000,0,1870,-1.0,50.0,79858906254,Арбат,Арбат,Арбатская,
Intermark Real Estate,https://www.cian.ru/rent/flat/268872145/,Москва,rent,flat,6,17,4,212.0,350000,0,1998,165.0,10.0,79660342340,Арбат,Новый Арбат,Смоленская,
Юрмаст,https://www.cian.ru/rent/flat/292630678/,Москва,rent,flat,3,11,4,125.0,350000,0,1955,52.0,41.0,79671573321,Хамовники,Комсомольский проспект,Спортивная,
Intermark Real Estate,https://www.cian.ru/rent/flat/290711815/,Москва,rent,flat,5,7,4,162.0,350000,0,1914,85.0,22.0,79660531236,Тверской,Тверская,Маяковская,
Moscow Estate,https://www.cian.ru/rent/flat/257799472/,Москва,rent,flat,1,4,4,135.0,350000,0,-1,-1.0,-1.0,79152862039,Хамовники,Гагаринский переулок,Смоленская,
SPENСER ESTATE,https://www.cian.ru/rent/flat/262583825/,Москва,rent,flat,9,10,4,135.0,350000,0,1958,-1.0,-1.0,79851823102,Арбат,Новинский бульвар,Смоленская,
Intermark Real Estate,https://www.cian.ru/rent/flat/283457386/,Москва,rent,flat,5,6,4,170.0,350000,0,2004,128.0,13.0,79623694457,Мещанский,Сретенка,Сретенский бульвар,
Intermark Real Estate,https://www.cian.ru/rent/flat/273448767/,Москва,rent,flat,2,4,4,170.0,349000,0,1870,100.0,23.0,79852436403,Арбат,Арбат,Смоленская,
Intermark Real Estate,https://www.cian.ru/rent/flat/266876864/,Москва,rent,flat,9,12,4,120.0,350000,0,1958,81.0,9.0,79150744277,Арбат,Новинский бульвар,Смоленская,
Intermark Real Estate,https://www.cian.ru/rent/flat/268272142/,Москва,rent,flat,5,5,4,179.0,350000,0,2002,103.0,12.0,79660313562,Покровское-Стрешнево,Береговая,Спартак,
Intermark Real Estate,https://www.cian.ru/rent/flat/292493690/,Москва,rent,flat,2,8,4,200.0,350000,0,2000,140.0,17.0,79104158059,Хамовники,Плющиха,Смоленская,
Intermark Real Estate,https://www.cian.ru/rent/flat/271992616/,Москва,rent,flat,1,5,4,203.0,350000,0,2002,92.0,25.0,79104158059,Покровское-Стрешнево,Береговая,Спартак,
SKOLKOVO НЕДВИЖИМОСТЬ,https://www.cian.ru/rent/flat/292497931/,Москва,rent,flat,14,16,4,165.0,350000,0,2006,-1.0,17.0,79623643904,Хорошевский,Чапаевский переулок,Аэропорт,
Apple Real Estate,https://www.cian.ru/rent/flat/267523329/,Москва,rent,flat,38,39,4,260.0,350000,0,2007,123.0,40.0,79855891007,Хорошевский,Хорошевское шоссе,Беговая,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/291957279/,Москва,rent,flat,4,12,4,156.0,350000,0,2002,-1.0,-1.0,79645388065,Арбат,Малый Каковинский переулок,Смоленская,
Delight  Realty,https://www.cian.ru/rent/flat/281228734/,Москва,rent,flat,2,19,4,180.0,350000,0,1999,-1.0,10.0,79645744066,Тверской,Краснопролетарская,Новослободская,
Delight  Realty,https://www.cian.ru/rent/flat/290293204/,Москва,rent,flat,15,57,4,228.0,350000,0,2006,-1.0,20.0,79858906254,Хорошевский,Чапаевский переулок,Сокол,
Delight  Realty,https://www.cian.ru/rent/flat/283850843/,Москва,rent,flat,4,5,4,190.0,350000,0,2001,-1.0,18.0,79164423390,Пресненский,Скарятинский переулок,Баррикадная,
Delight  Realty,https://www.cian.ru/rent/flat/271987701/,Москва,rent,flat,5,7,4,160.0,350000,0,1914,-1.0,22.0,79175419059,Тверской,Тверская,Маяковская,
EstateLiga,https://www.cian.ru/rent/flat/291159220/,Москва,rent,flat,14,37,4,166.0,350000,0,2006,117.0,21.0,79067878975,Хорошевский,Чапаевский переулок,Аэропорт,
Dream City,https://www.cian.ru/rent/flat/284794261/,Москва,rent,flat,3,4,4,180.0,350000,0,1870,112.0,12.0,79672287087,Арбат,Арбат,Смоленская,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/291584813/,Москва,rent,flat,3,9,4,135.0,350000,0,1954,-1.0,-1.0,79099219160,Тверской,1-я Тверская-Ямская,Белорусская,
Landmark real estate,https://www.cian.ru/rent/flat/291965757/,Москва,rent,flat,6,24,4,182.0,350000,0,2004,-1.0,20.0,79660627825,Раменки,Мосфильмовская,Ломоносовский проспект,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/286139370/,Москва,rent,flat,5,7,4,180.0,350000,0,1914,120.0,-1.0,79645388065,Тверской,Тверская,Пушкинская,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/292416507/,Москва,rent,flat,29,48,4,174.8,350000,0,2011,-1.0,27.0,79060430129,Хорошево-Мневники,проспект Маршала Жукова,Полежаевская,
Владимир Лихачев,https://www.cian.ru/rent/flat/263390613/,Москва,rent,flat,3,5,4,175.7,350000,0,1912,88.0,20.0,79162100069,Хамовники,Мансуровский переулок,Парк Культуры,
Moscow Estate,https://www.cian.ru/rent/flat/287958587/,Москва,rent,flat,3,4,4,180.0,350000,0,1870,-1.0,12.0,79167515336,Арбат,Арбат,Смоленская,
Moscow Estate,https://www.cian.ru/rent/flat/287482590/,Москва,rent,flat,3,9,4,135.0,350000,0,1954,95.0,8.0,79851427255,Тверской,1-я Тверская-Ямская,Белорусская,
Moscow Estate,https://www.cian.ru/rent/flat/216609790/,Москва,rent,flat,38,44,4,260.0,350000,0,2007,-1.0,-1.0,79850202858,Хорошевский,Хорошевское шоссе,Беговая,
KREMLIN ESTATE,https://www.cian.ru/rent/flat/205458133/,Москва,rent,flat,4,10,4,133.8,350000,0,2008,-1.0,-1.0,79152034054,Тверской,Большая Грузинская,Белорусская,
Стоун Бридж эстейт,https://www.cian.ru/rent/flat/291782879/,Москва,rent,flat,4,13,4,156.0,350000,0,2002,130.0,14.0,79858705821,Арбат,Малый Каковинский переулок,Смоленская,
Стоун Бридж эстейт,https://www.cian.ru/rent/flat/289090233/,Москва,rent,flat,5,7,4,150.0,350000,0,1914,89.0,20.0,79660560588,Тверской,Тверская,Маяковская,
Стоун Бридж эстейт,https://www.cian.ru/rent/flat/279081348/,Москва,rent,flat,3,4,4,147.0,350000,0,1917,120.0,15.0,79858705821,Хамовники,Пожарский переулок,Кропоткинская,
Стоун Бридж эстейт,https://www.cian.ru/rent/flat/284225778/,Москва,rent,flat,4,9,4,149.0,350000,0,2008,100.0,40.0,79660560588,Тверской,Большая Грузинская,Белорусская,
NF Group - ex-Knight Frank Russia,https://www.cian.ru/rent/flat/276390831/,Москва,rent,flat,4,6,4,160.0,350000,0,2002,-1.0,15.0,79163144006,Хамовники,Остоженка,Кропоткинская,
ID 34322,https://www.cian.ru/rent/flat/284546769/,Москва,rent,flat,1,4,4,214.0,350000,0,2003,-1.0,-1.0,79060177220,Крылатское,Островной проезд,Крылатское,
Chase R.E.S.,https://www.cian.ru/rent/flat/289237183/,Москва,rent,flat,5,8,4,150.0,350000,0,1914,86.0,21.0,79645643477,Тверской,Тверская,Маяковская,
Chase R.E.S.,https://www.cian.ru/rent/flat/270189110/,Москва,rent,flat,6,19,4,212.0,350000,0,1998,115.0,10.0,79645643477,Арбат,Новый Арбат,Смоленская,
Chase R.E.S.,https://www.cian.ru/rent/flat/239423533/,Москва,rent,flat,9,12,4,140.0,350000,0,1958,89.0,20.0,79851330525,Арбат,Новинский бульвар,Краснопресненская,
Chase R.E.S.,https://www.cian.ru/rent/flat/267376956/,Москва,rent,flat,5,6,4,100.0,350000,0,-1,80.0,10.0,79645643477,Пресненский,Спиридоновка,Маяковская,
Мозаик Групп,https://www.cian.ru/rent/flat/292050335/,Москва,rent,flat,4,6,4,170.0,350000,0,1981,100.0,20.0,79067932084,Хамовники,Большой Афанасьевский переулок,Кропоткинская,
Славянка - офис Северо-Запад,https://www.cian.ru/rent/flat/252615243/,Москва,rent,flat,5,7,4,120.0,350000,0,1958,83.0,16.0,79853184029,Арбат,Новинский бульвар,Смоленская,
Мозаик Групп,https://www.cian.ru/rent/flat/282653036/,Москва,rent,flat,1,4,4,220.0,350000,0,2003,120.0,20.0,79067932084,Крылатское,Островной проезд,Крылатское,
Валерия Архипова,https://www.cian.ru/rent/flat/291256309/,Москва,rent,flat,14,57,4,166.0,350000,0,2006,-1.0,-1.0,79680125036,Хорошевский,Чапаевский переулок,Аэропорт,
NF Group - ex-Knight Frank Russia,https://www.cian.ru/rent/flat/291948817/,Москва,rent,flat,4,5,4,208.0,360000,0,1996,113.0,21.0,79163144006,Мещанский,Цветной бульвар,Трубная,
Дарья Батова,https://www.cian.ru/rent/flat/286798109/,Москва,rent,flat,4,8,4,184.0,360000,0,2004,-1.0,70.0,79645656077,Пресненский,Гашека,Маяковская,
Intermark Real Estate,https://www.cian.ru/rent/flat/290937243/,Москва,rent,flat,4,7,4,150.0,375000,0,2006,99.0,15.0,79660531236,Пресненский,Большой Палашевский переулок,Пушкинская,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/283942832/,Москва,rent,flat,4,8,4,150.0,375000,0,2006,65.0,-1.0,79684989638,Пресненский,Большой Палашевский переулок,Пушкинская,
Ashtons International Realty,https://www.cian.ru/rent/flat/283841680/,Москва,rent,flat,4,6,4,166.0,380000,0,1913,-1.0,-1.0,79660592246,Хамовники,Староконюшенный переулок,Кропоткинская,
Point Estate Город,https://www.cian.ru/rent/flat/285166840/,Москва,rent,flat,5,5,4,200.0,380000,0,-1,160.0,-1.0,79660628891,Басманный,Мясницкая,Чистые пруды,
Point Estate Город,https://www.cian.ru/rent/flat/285694603/,Москва,rent,flat,23,50,4,200.0,380000,0,2006,160.0,-1.0,79660473033,Хорошевский,Чапаевский переулок,Сокол,
Penny Lane Realty,https://www.cian.ru/rent/flat/288666756/,Москва,rent,flat,23,37,4,200.0,380000,0,2006,105.0,20.0,79852732461,Хорошевский,Чапаевский переулок,Аэропорт,
Capital Mars,https://www.cian.ru/rent/flat/281957922/,Москва,rent,flat,23,37,4,200.0,380000,0,2006,105.0,24.0,79660591351,Хорошевский,Чапаевский переулок,Аэропорт,
Capital Mars,https://www.cian.ru/rent/flat/281957814/,Москва,rent,flat,7,7,4,250.0,380000,0,2005,120.0,20.0,79168174755,Якиманка,2-й Казачий переулок,Полянка,
Intermark Real Estate,https://www.cian.ru/rent/flat/268833805/,Москва,rent,flat,5,5,4,211.0,380000,0,1906,140.0,20.0,79660531236,Басманный,Мясницкая,Тургеневская,
Delight  Realty,https://www.cian.ru/rent/flat/289715726/,Москва,rent,flat,23,57,4,200.0,380000,0,2006,-1.0,20.0,79175775024,Хорошевский,Чапаевский переулок,Сокол,
Вертикаль,https://www.cian.ru/rent/flat/291328061/,Москва,rent,flat,7,7,4,250.0,380000,0,2005,120.0,20.0,79857420268,Якиманка,2-й Казачий переулок,Полянка,
Chase R.E.S.,https://www.cian.ru/rent/flat/282505284/,Москва,rent,flat,23,57,4,200.0,380000,0,2006,135.0,26.0,79645643477,Хорошевский,Чапаевский переулок,Сокол,
Ashtons International Realty,https://www.cian.ru/rent/flat/290466901/,Москва,rent,flat,4,10,4,110.0,390000,0,2017,90.0,9.0,79660592246,Лефортово,Золоторожский Вал,Площадь Ильича,
Capital Mars,https://www.cian.ru/rent/flat/291500521/,Москва,rent,flat,3,12,4,140.0,390000,35,2012,100.0,20.0,79670238720,Замоскворечье,Мытная,Серпуховская,
Capital Mars,https://www.cian.ru/rent/flat/288053227/,Москва,rent,flat,5,10,4,168.0,390000,0,2002,97.0,25.0,79690612147,Тверской,Страстной бульвар,Пушкинская,
Intermark Real Estate,https://www.cian.ru/rent/flat/282875132/,Москва,rent,flat,5,11,4,190.0,390000,0,2002,104.0,20.0,79660531236,Тверской,Страстной бульвар,Чеховская,
Intermark Real Estate,https://www.cian.ru/rent/flat/283100888/,Москва,rent,flat,3,8,4,180.0,390000,0,1914,90.0,25.0,79154371946,Пресненский,Никитский бульвар,Арбатская,
Алексей Иванишин,https://www.cian.ru/rent/flat/287218841/,Москва,rent,flat,3,6,4,200.0,390000,0,1914,98.0,20.0,79104529535,Пресненский,Никитский бульвар,,
Penny Lane Realty,https://www.cian.ru/rent/flat/288667269/,Москва,rent,flat,2,8,4,147.0,395000,0,2007,137.0,5.0,79850784230,Тверской,Весковский переулок,Новослободская,
Capital Mars,https://www.cian.ru/rent/flat/257712012/,Москва,rent,flat,2,8,4,150.0,395000,0,2007,105.0,10.0,79851723390,Тверской,Весковский переулок,Новослободская,
Capital Mars,https://www.cian.ru/rent/flat/292698729/,Москва,rent,flat,25,57,4,213.0,400000,0,2006,120.0,20.0,79858419052,Хорошевский,Чапаевский переулок,Аэропорт,
Ashtons International Realty,https://www.cian.ru/rent/flat/163666129/,Москва,rent,flat,4,7,4,183.0,400000,0,1917,85.0,25.0,79660592246,Мещанский,Большой Сергиевский переулок,Трубная,
Ashtons International Realty,https://www.cian.ru/rent/flat/262525288/,Москва,rent,flat,5,10,4,185.0,400000,0,2002,-1.0,-1.0,79660592246,Тверской,Страстной бульвар,Чеховская,
Ashtons International Realty,https://www.cian.ru/rent/flat/202503819/,Москва,rent,flat,4,7,4,202.0,400000,0,1997,-1.0,-1.0,79660592246,Раменки,Минская,Минская,
Point Estate Город,https://www.cian.ru/rent/flat/290295588/,Москва,rent,flat,4,16,4,202.0,400000,0,1997,161.0,20.0,79660473033,Раменки,Минская,Минская,
Penny Lane Realty,https://www.cian.ru/rent/flat/290878948/,Москва,rent,flat,6,15,4,170.0,400000,0,2000,117.0,24.0,79672012482,Пресненский,Зоологическая,Баррикадная,
Penny Lane Realty,https://www.cian.ru/rent/flat/288666479/,Москва,rent,flat,5,11,4,185.0,400000,0,2002,107.0,18.0,79851530603,Тверской,Страстной бульвар,Чеховская,
Intermark Real Estate,https://www.cian.ru/rent/flat/289393942/,Москва,rent,flat,6,15,4,170.0,400000,0,2000,117.0,20.0,79164759134,Пресненский,Зоологическая,Баррикадная,
Intermark Real Estate,https://www.cian.ru/rent/flat/286538770/,Москва,rent,flat,3,12,4,203.0,400000,0,1997,82.0,18.0,79168789151,Раменки,Минская,Минская,
RainbowEstate,https://www.cian.ru/rent/flat/286612518/,Москва,rent,flat,4,7,4,225.0,400000,0,1997,-1.0,18.0,79801736916,Раменки,Минская,Минская,
Delight  Realty,https://www.cian.ru/rent/flat/291581944/,Москва,rent,flat,11,18,4,161.0,400000,0,2007,-1.0,12.0,79647821637,Дорогомилово,Дохтуровский переулок,Студенческая,
Delight  Realty,https://www.cian.ru/rent/flat/292445584/,Москва,rent,flat,1,2,4,209.0,400000,0,2000,-1.0,14.0,79164423390,Покровское-Стрешнево,Береговая,,
Delight  Realty,https://www.cian.ru/rent/flat/291957124/,Москва,rent,flat,6,10,4,220.0,400000,0,1997,-1.0,18.0,79647821637,Якиманка,Малая Полянка,Полянка,
Chase R.E.S.,https://www.cian.ru/rent/flat/283478620/,Москва,rent,flat,9,19,4,208.0,400000,0,1998,127.0,21.0,79660585760,Арбат,Новый Арбат,Смоленская,
Веста Реал Эстейт,https://www.cian.ru/rent/flat/239098937/,Москва,rent,flat,3,8,4,230.0,400000,0,2005,-1.0,15.0,79647784143,Хамовники,1-й Зачатьевский переулок,Парк Культуры,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/284849985/,Москва,rent,flat,3,8,4,282.0,400000,0,1997,120.0,-1.0,79858617257,Раменки,Минская,Славянский бульвар,
Стоун Бридж эстейт,https://www.cian.ru/rent/flat/285071184/,Москва,rent,flat,4,5,4,227.0,400000,0,1997,180.0,25.0,79858705821,Раменки,Минская,Минская,
NF Group - ex-Knight Frank Russia,https://www.cian.ru/rent/flat/273352646/,Москва,rent,flat,25,57,4,213.0,400000,0,2006,120.0,20.0,79646308543,Хорошевский,Чапаевский переулок,Аэропорт,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/241924077/,Москва,rent,flat,14,22,4,160.0,400000,0,2005,-1.0,-1.0,79099219160,Раменки,Минская,Ломоносовский проспект,
Chase R.E.S.,https://www.cian.ru/rent/flat/289486069/,Москва,rent,flat,5,11,4,185.0,400000,0,2002,107.0,18.0,79645643477,Тверской,Страстной бульвар,Чеховская,
Chase R.E.S.,https://www.cian.ru/rent/flat/290514802/,Москва,rent,flat,2,5,4,220.0,400000,0,2002,150.0,30.0,79850623197,Хамовники,переулок Коробейников,Кропоткинская,
VIVAT REAL ESTATE,https://www.cian.ru/rent/flat/289283148/,Москва,rent,flat,3,5,4,155.0,420000,0,2000,108.0,-1.0,79164537925,Тверской,1-й Колобовский переулок,Трубная,
Chase R.E.S.,https://www.cian.ru/rent/flat/289486064/,Москва,rent,flat,4,10,4,180.0,420000,0,2008,110.0,25.0,79645643477,Тверской,Большая Грузинская,Белорусская,
Мозаик Групп,https://www.cian.ru/rent/flat/285510010/,Москва,rent,flat,5,5,4,240.0,420000,0,1997,125.0,25.0,79067932084,Раменки,Минская,Ломоносовский проспект,
Penny Lane Realty,https://www.cian.ru/rent/flat/288666624/,Москва,rent,flat,32,38,4,181.0,430000,0,2006,117.0,16.0,79850784230,Хорошевский,Чапаевский переулок,Аэропорт,
Capital Mars,https://www.cian.ru/rent/flat/289252922/,Москва,rent,flat,16,22,4,240.0,430000,0,2007,127.0,12.0,79623629500,Филевский парк,Кастанаевская,Филёвский парк,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/270679865/,Москва,rent,flat,34,57,4,180.0,430000,0,2006,95.0,-1.0,79099978986,Хорошевский,Чапаевский переулок,Аэропорт,
Trust Realty,https://www.cian.ru/rent/flat/291842017/,Москва,rent,flat,32,57,4,177.1,450000,0,2006,-1.0,-1.0,79646305210,Хорошевский,Чапаевский переулок,Сокол,
FS PROPERTY,https://www.cian.ru/rent/flat/292652055/,Москва,rent,flat,2,8,4,182.0,450000,0,2005,125.0,20.0,79645547902,Хамовники,1-й Зачатьевский переулок,Парк Культуры,
Intermark Real Estate,https://www.cian.ru/rent/flat/287981473/,Москва,rent,flat,3,5,4,232.0,450000,0,1892,145.0,20.0,79623694457,Мещанский,Варсонофьевский переулок,Кузнецкий мост,
