author,link,city,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,year_of_construction,living_meters,kitchen_meters,phone,district,street,underground,residential_complex
Адрес,https://www.cian.ru/rent/flat/286278926/,Москва,rent,flat,3,7,5,330.0,350000,0,1997,210.0,-1.0,79660478654,Раменки,Минская,Минская,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/287292339/,Москва,rent,flat,4,4,5,250.0,400000,0,1886,-1.0,-1.0,79645388065,Красносельский,переулок Рыбников,Сретенский бульвар,
Марина Захарченко,https://www.cian.ru/rent/flat/222535522/,Москва,rent,flat,10,13,5,250.0,250000,0,1998,-1.0,-1.0,79067203573,Крылатское,Крылатские Холмы,Крылатское,
Chase R.E.S.,https://www.cian.ru/rent/flat/292247812/,Москва,rent,flat,2,13,5,204.0,500000,0,2000,124.0,8.0,79645643477,Арбат,1-й Смоленский переулок,Смоленская,
Intermark Real Estate,https://www.cian.ru/rent/flat/287983276/,Москва,rent,flat,4,7,5,266.0,1000000,0,2007,149.0,10.0,79169952310,Якиманка,Лаврушинский переулок,Третьяковская,
Intermark Real Estate,https://www.cian.ru/rent/flat/287981416/,Москва,rent,flat,2,6,5,224.0,380000,0,2006,125.0,15.0,79660313562,Покровское-Стрешнево,Никольский тупик,Балтийская,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/291964937/,Москва,rent,flat,2,6,5,150.0,250000,0,1903,-1.0,-1.0,79645388065,Хамовники,Малый Власьевский переулок,Кропоткинская,
AuroraEstate,https://www.cian.ru/rent/flat/236339164/,Москва,rent,flat,2,14,5,300.0,750000,0,2003,177.0,12.0,79660527758,Хамовники,2-я Фрунзенская,Фрунзенская,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/291113439/,Москва,rent,flat,3,6,5,200.0,550000,0,1915,-1.0,-1.0,79645388065,Басманный,переулок Огородная Слобода,Тургеневская,
Ashtons International Realty,https://www.cian.ru/rent/flat/291114609/,Москва,rent,flat,6,31,5,156.0,300000,40,2015,-1.0,-1.0,79660507338,Филевский парк,Береговой проезд,Фили,
Chase R.E.S.,https://www.cian.ru/rent/flat/284781729/,Москва,rent,flat,3,9,5,186.0,250000,0,1986,130.0,22.0,79645643477,Тверской,2-я Тверская-Ямская,Белорусская,
Вертикаль,https://www.cian.ru/rent/flat/291655264/,Москва,rent,flat,7,7,5,190.0,325000,0,-1,126.0,20.0,79850948248,Арбат,Малая Молчановка,Арбатская,
Trust Realty,https://www.cian.ru/rent/flat/283223349/,Москва,rent,flat,4,7,5,201.0,400000,0,1997,-1.0,-1.0,79645665217,Раменки,Минская,Минская,
Chase R.E.S.,https://www.cian.ru/rent/flat/272893882/,Москва,rent,flat,6,6,5,315.0,550000,0,1892,250.0,20.0,79153446474,Басманный,Мясницкая,Чистые пруды,
BARNES International Realty,https://www.cian.ru/rent/flat/290865104/,Москва,rent,flat,3,7,5,177.0,390000,0,1914,-1.0,22.0,79168081211,Пресненский,Никитский бульвар,Арбатская,
Moscow Estate,https://www.cian.ru/rent/flat/266807139/,Москва,rent,flat,3,6,5,200.0,550000,0,1915,121.0,15.0,79852059317,Басманный,переулок Огородная Слобода,Чистые пруды,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/291438149/,Москва,rent,flat,44,48,5,240.0,600000,0,2011,155.0,30.0,79645388065,Хорошево-Мневники,проспект Маршала Жукова,Полежаевская,
Ashtons International Realty,https://www.cian.ru/rent/flat/292269404/,Москва,rent,flat,4,6,5,150.0,190000,0,1917,-1.0,-1.0,79660592246,Арбат,Большая Молчановка,Арбатская,
Capital Mars,https://www.cian.ru/rent/flat/281958469/,Москва,rent,flat,7,16,5,180.0,500000,0,2010,-1.0,20.0,79099829284,Арбат,Новый Арбат,Смоленская,
Intermark Real Estate,https://www.cian.ru/rent/flat/283116406/,Москва,rent,flat,4,16,5,148.0,230000,0,-1,96.0,15.0,79672086536,Раменки,Пырьева,Ломоносовский проспект,
ZIP Realty,https://www.cian.ru/rent/flat/250060309/,Москва,rent,flat,10,10,5,180.0,400000,50,1991,120.0,12.0,79645118290,Можайский,Можайское шоссе,,
Intermark Real Estate,https://www.cian.ru/rent/flat/270406220/,Москва,rent,flat,6,30,5,380.0,850000,0,2001,160.0,40.0,79154371946,Проспект Вернадского,Ленинский проспект,Проспект Вернадского,
Павел Билецкий,https://www.cian.ru/rent/flat/201534657/,Москва,rent,flat,5,6,5,320.0,450000,0,1912,-1.0,30.0,79623699416,Арбат,Поварская,Арбатская,
BARNES International Realty,https://www.cian.ru/rent/flat/290745702/,Москва,rent,flat,3,4,5,200.0,300000,0,1892,-1.0,13.0,79168080423,Басманный,Мясницкая,Чистые пруды,
Point Estate Город,https://www.cian.ru/rent/flat/285615398/,Москва,rent,flat,8,9,5,229.0,500000,0,2001,183.0,-1.0,79660628891,Якиманка,2-й Казачий переулок,Полянка,
ИНКОМ-Недвижимость. Аренда,https://www.cian.ru/rent/flat/289143474/,Москва,rent,flat,9,9,5,140.0,230000,0,1940,84.0,12.0,79067882974,Дорогомилово,Кутузовский проспект,Кутузовская,
Capital Mars,https://www.cian.ru/rent/flat/291925022/,Москва,rent,flat,52,62,5,350.0,900000,0,2017,206.0,10.0,79645381587,Пресненский,набережная Пресненская,Деловой центр,
ЦАН,https://www.cian.ru/rent/flat/292122242/,Москва,rent,flat,4,4,5,152.0,230000,30,1914,90.0,30.0,79851040128,Арбат,Малый Каковинский переулок,Смоленская,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/291993646/,Москва,rent,flat,4,6,5,236.0,450000,50,2004,-1.0,-1.0,79645388065,Раменки,Косыгина,Воробьёвы горы,
Delight  Realty,https://www.cian.ru/rent/flat/292445599/,Москва,rent,flat,1,2,5,209.0,450000,0,2000,-1.0,14.0,79164423390,Покровское-Стрешнево,Береговая,,
Intermark Real Estate,https://www.cian.ru/rent/flat/282318962/,Москва,rent,flat,2,5,5,300.0,750000,0,2003,156.0,25.0,79154371946,Хамовники,7-й Ростовский переулок,Киевская,
Capital Mars,https://www.cian.ru/rent/flat/291777329/,Москва,rent,flat,7,7,5,192.0,325000,0,1913,148.0,22.0,79099970945,Арбат,Малая Молчановка,Арбатская,
Capital Mars,https://www.cian.ru/rent/flat/281957769/,Москва,rent,flat,3,4,5,160.0,250000,0,1996,110.0,17.0,79660616393,Мещанский,Цветной бульвар,Трубная,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/259346747/,Москва,rent,flat,14,14,5,400.0,690000,0,2000,-1.0,-1.0,79099978986,Пресненский,Климашкина,Улица 1905 года,
Point Estate Город,https://www.cian.ru/rent/flat/290872330/,Москва,rent,flat,4,7,5,412.0,2000000,0,2004,329.0,-1.0,79855841360,Хамовники,Земледельческий переулок,Киевская,
Capital Mars,https://www.cian.ru/rent/flat/281958471/,Москва,rent,flat,7,16,5,180.0,500000,0,2010,-1.0,25.0,79663256650,Арбат,Новый Арбат,Смоленская,
Penny Lane Realty,https://www.cian.ru/rent/flat/288666954/,Москва,rent,flat,17,24,5,347.0,450000,0,1996,312.0,30.0,79164311332,Раменки,Мичуринский проспект,Раменки,
Chase R.E.S.,https://www.cian.ru/rent/flat/289108217/,Москва,rent,flat,4,6,5,266.0,1000000,0,2007,147.0,15.0,79645643477,Якиманка,Лаврушинский переулок,Третьяковская,
ЦеНтр ПИК,https://www.cian.ru/rent/flat/281703649/,Москва,rent,flat,14,14,5,319.0,690000,0,2000,230.0,40.0,79645953945,Пресненский,Климашкина,Улица 1905 года,
Monumental Group,https://www.cian.ru/rent/flat/283490429/,Москва,rent,flat,5,6,5,236.0,497000,0,2016,-1.0,15.0,79660617981,Беговой,3-я Ямского Поля,Белорусская,
Вертикаль,https://www.cian.ru/rent/flat/291050860/,Москва,rent,flat,4,6,5,153.0,190000,0,1917,96.0,12.0,79857420268,Арбат,Большая Молчановка,Арбатская,
Вертикаль,https://www.cian.ru/rent/flat/289290057/,Москва,rent,flat,3,5,5,150.0,250000,0,1903,104.0,18.0,79104309877,Хамовники,Малый Власьевский переулок,Смоленская,
Penny Lane Realty,https://www.cian.ru/rent/flat/290299330/,Москва,rent,flat,7,7,5,180.0,325000,0,2001,132.0,26.0,79850784230,Арбат,Малая Молчановка,Арбатская,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/272716584/,Москва,rent,flat,4,6,5,240.0,700000,0,2005,125.0,15.0,79099978986,Покровское-Стрешнево,Береговая,Сокол,
Intermark Real Estate,https://www.cian.ru/rent/flat/291748009/,Москва,rent,flat,13,16,5,280.0,450000,0,2001,203.0,10.0,79164759134,Зюзино,Каховка,Зюзино,
Penny Lane Realty,https://www.cian.ru/rent/flat/291775091/,Москва,rent,flat,2,3,5,311.0,600000,0,1998,121.0,20.0,79067957728,Хамовники,1-й Зачатьевский переулок,Кропоткинская,
Delight  Realty,https://www.cian.ru/rent/flat/282911925/,Москва,rent,flat,3,3,5,170.0,350000,0,1875,-1.0,20.0,79850562139,Пресненский,Средний Кисловский переулок,Арбатская,
Penny Lane Realty,https://www.cian.ru/rent/flat/288666382/,Москва,rent,flat,4,8,5,280.0,550000,0,1999,216.0,14.0,79623641150,Тверской,Краснопролетарская,Новослободская,
Point Estate Город,https://www.cian.ru/rent/flat/286206015/,Москва,rent,flat,7,14,5,160.0,170000,0,2002,128.0,-1.0,79660628891,Очаково-Матвеевское,Нежинская,Парк Победы,
Moscow Estate,https://www.cian.ru/rent/flat/256503587/,Москва,rent,flat,3,7,5,187.0,390000,0,1914,110.0,18.0,79152862039,Пресненский,Никитский бульвар,Арбатская,
Point Estate Город,https://www.cian.ru/rent/flat/288273734/,Москва,rent,flat,25,50,5,213.0,400000,0,2006,170.0,-1.0,79855841360,Хорошевский,Чапаевский переулок,Сокол,
Point Estate Город,https://www.cian.ru/rent/flat/285694601/,Москва,rent,flat,3,4,5,530.0,390000,0,-1,424.0,-1.0,79660473033,Тверской,Петровка,Трубная,
Selenahome,https://www.cian.ru/rent/flat/291876078/,Москва,rent,flat,5,5,5,275.0,700000,0,1907,142.0,20.0,79169528602,Пресненский,Тверской бульвар,Пушкинская,
Intermark Real Estate,https://www.cian.ru/rent/flat/287981389/,Москва,rent,flat,8,9,5,196.0,700000,0,2006,112.0,10.0,79671298300,Замоскворечье,Бахрушина,Павелецкая,
FS PROPERTY,https://www.cian.ru/rent/flat/273145279/,Москва,rent,flat,2,6,5,190.0,850000,0,2008,-1.0,15.0,79853851874,Хамовники,переулок Хилков,Парк Культуры,
Chase R.E.S.,https://www.cian.ru/rent/flat/278700674/,Москва,rent,flat,3,6,5,300.0,750000,0,2003,138.0,20.0,79651400540,Хамовники,7-й Ростовский переулок,Смоленская,
Стоун Бридж эстейт,https://www.cian.ru/rent/flat/285243350/,Москва,rent,flat,6,30,5,300.0,900000,0,2001,240.0,30.0,79660560588,Проспект Вернадского,Ленинский проспект,Проспект Вернадского,
Kalinka Group,https://www.cian.ru/rent/flat/161682954/,Москва,rent,flat,8,8,5,180.0,250000,0,1950,-1.0,-1.0,79854274454,Тверской,Тверская,Охотный ряд,
Point Estate Город,https://www.cian.ru/rent/flat/291198388/,Москва,rent,flat,4,7,5,185.0,350000,0,1912,110.0,40.0,79167845466,Якиманка,Лаврушинский переулок,Третьяковская,
BARNES International Realty,https://www.cian.ru/rent/flat/290745797/,Москва,rent,flat,2,6,5,210.0,450000,0,2005,-1.0,16.0,79168080279,Тверской,1-й Колобовский переулок,Трубная,
Chase R.E.S.,https://www.cian.ru/rent/flat/290787613/,Москва,rent,flat,5,6,5,275.0,700000,0,1907,180.0,25.0,79645643477,Пресненский,Тверской бульвар,Тверская,
Point Estate Город,https://www.cian.ru/rent/flat/290155412/,Москва,rent,flat,3,5,5,245.9,1100000,0,1910,196.0,-1.0,79652907757,Хамовники,Пречистенка,Кропоткинская,
Penny Lane Realty,https://www.cian.ru/rent/flat/288667349/,Москва,rent,flat,8,8,5,200.0,250000,0,1950,103.0,25.0,79672012482,Тверской,Тверская,Охотный ряд,
Point Estate Город,https://www.cian.ru/rent/flat/288422173/,Москва,rent,flat,1,57,5,193.0,900000,0,2006,154.0,-1.0,79660628891,Хорошевский,Чапаевский переулок,Сокол,
Capital Mars,https://www.cian.ru/rent/flat/291005891/,Москва,rent,flat,4,6,5,153.0,190000,0,1917,96.0,12.0,79629085949,Арбат,Большая Молчановка,Арбатская,
Ashtons International Realty,https://www.cian.ru/rent/flat/287771295/,Москва,rent,flat,4,6,5,238.0,450000,0,2004,-1.0,-1.0,79660592246,Раменки,Косыгина,Воробьёвы горы,
NF Group - ex-Knight Frank Russia,https://www.cian.ru/rent/flat/281556650/,Москва,rent,flat,6,6,5,264.7,500000,0,1912,-1.0,20.0,79623639133,Арбат,Знаменка,Александровский сад,
Delight  Realty,https://www.cian.ru/rent/flat/282342750/,Москва,rent,flat,1,2,5,212.0,500000,0,2000,-1.0,15.0,79164423390,Покровское-Стрешнево,Береговая,,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/280236180/,Москва,rent,flat,6,6,5,220.0,500000,0,2006,170.0,15.0,79660613121,Замоскворечье,Озерковская набережная,Павелецкая,
МосСделка,https://www.cian.ru/rent/flat/264546494/,Москва,rent,flat,2,8,5,170.0,550000,0,2001,113.0,25.0,79066103234,Арбат,Трубниковский переулок,Смоленская,
Delight  Realty,https://www.cian.ru/rent/flat/285806244/,Москва,rent,flat,3,3,5,185.0,250000,0,1900,-1.0,18.0,79623657988,Тверской,Петровский переулок,Чеховская,
Point Estate Город,https://www.cian.ru/rent/flat/287541740/,Москва,rent,flat,3,9,5,192.0,250000,0,1986,153.0,-1.0,79660473033,Тверской,2-я Тверская-Ямская,Белорусская,
Penny Lane Realty,https://www.cian.ru/rent/flat/288666521/,Москва,rent,flat,6,29,5,494.0,850000,0,2001,165.0,40.0,79850784230,Проспект Вернадского,Ленинский проспект,Проспект Вернадского,
Chase R.E.S.,https://www.cian.ru/rent/flat/274257110/,Москва,rent,flat,3,6,5,245.0,1100000,0,1910,168.0,18.0,79850623197,Хамовники,Пречистенка,Кропоткинская,
Penny Lane Realty,https://www.cian.ru/rent/flat/291642461/,Москва,rent,flat,3,9,5,192.0,250000,0,1986,107.0,22.0,79623683363,Тверской,2-я Тверская-Ямская,Белорусская,
Point Estate Город,https://www.cian.ru/rent/flat/288273719/,Москва,rent,flat,4,8,5,280.0,550000,0,1999,224.0,-1.0,79855841360,Тверской,Краснопролетарская,Новослободская,
Intermark Real Estate,https://www.cian.ru/rent/flat/287983322/,Москва,rent,flat,11,11,5,180.0,280000,0,2000,113.0,10.0,79672086536,Щукино,Расплетина,Октябрьское поле,
Capital Mars,https://www.cian.ru/rent/flat/291956144/,Москва,rent,flat,2,6,5,225.0,350000,0,2005,115.0,20.0,79850262857,Покровское-Стрешнево,Береговая,Стрешнево,
Penny Lane Realty,https://www.cian.ru/rent/flat/288667211/,Москва,rent,flat,7,12,5,170.0,170000,0,2002,87.0,15.0,79671902804,Очаково-Матвеевское,Нежинская,Минская,
ИНКОМ-Недвижимость. Аренда,https://www.cian.ru/rent/flat/285910124/,Москва,rent,flat,4,4,5,530.0,390000,0,1914,-1.0,-1.0,79660561304,Тверской,Петровка,Театральная,
Стоун Бридж эстейт,https://www.cian.ru/rent/flat/289067095/,Москва,rent,flat,4,18,5,280.0,550000,0,1999,240.0,20.0,79660560588,Тверской,Краснопролетарская,Новослободская,
Penny Lane Realty,https://www.cian.ru/rent/flat/288667178/,Москва,rent,flat,22,23,5,185.0,180000,0,2004,125.0,20.0,79850784230,Покровское-Стрешнево,Иваньковское шоссе,Щукинская,
Стоун Бридж эстейт,https://www.cian.ru/rent/flat/288380994/,Москва,rent,flat,7,7,5,200.0,325000,0,1913,150.0,15.0,79858705821,Арбат,Малая Молчановка,Арбатская,
Chase R.E.S.,https://www.cian.ru/rent/flat/282871388/,Москва,rent,flat,7,7,5,301.0,1000000,0,2006,155.0,50.0,79645643477,Очаково-Матвеевское,Староволынская,,
Capital Mars,https://www.cian.ru/rent/flat/291106795/,Москва,rent,flat,58,95,5,89.0,471000,0,2017,-1.0,4.0,79854917272,Пресненский,набережная Пресненская,Деловой центр,
Capital Mars,https://www.cian.ru/rent/flat/292271715/,Москва,rent,flat,13,34,5,300.0,470000,0,2009,-1.0,10.0,79851521037,Щукино,Авиационная,Щукинская,
МОСКВА СИТИ,https://www.cian.ru/rent/flat/283582593/,Москва,rent,flat,40,85,5,189.0,520000,0,-1,-1.0,-1.0,79031015136,Пресненский,1-й Красногвардейский проезд,Деловой центр,
Moscow Estate,https://www.cian.ru/rent/flat/280796392/,Москва,rent,flat,7,8,5,233.0,400000,0,2002,150.0,25.0,79660548658,Арбат,Трубниковский переулок,Смоленская,
Capital Mars,https://www.cian.ru/rent/flat/269183646/,Москва,rent,flat,4,8,5,250.0,550000,0,1999,171.0,18.0,79096756900,Тверской,Краснопролетарская,Новослободская,
Capital Mars,https://www.cian.ru/rent/flat/289867717/,Москва,rent,flat,2,14,5,204.0,500000,0,2000,109.0,23.0,79660608245,Арбат,1-й Смоленский переулок,Смоленская,
Стоун Бридж эстейт,https://www.cian.ru/rent/flat/291248192/,Москва,rent,flat,4,5,5,172.0,400000,0,1900,130.0,12.0,79858705821,Арбат,Гоголевский бульвар,Кропоткинская,
Delight  Realty,https://www.cian.ru/rent/flat/283553673/,Москва,rent,flat,13,34,5,300.0,470000,0,2009,-1.0,22.0,79647821637,Щукино,Авиационная,Щукинская,
Вертикаль,https://www.cian.ru/rent/flat/290464650/,Москва,rent,flat,5,7,5,220.0,300000,0,1912,135.0,35.0,79623677108,Басманный,Кривоколенный переулок,Тургеневская,
МЕЗОН,https://www.cian.ru/rent/flat/291854896/,Москва,rent,flat,44,45,5,230.0,600000,0,2011,120.0,25.0,79661170914,Хорошево-Мневники,проспект Маршала Жукова,Народное Ополчение,
NF Group - ex-Knight Frank Russia,https://www.cian.ru/rent/flat/264970563/,Москва,rent,flat,4,8,5,412.0,2000000,0,2004,-1.0,20.0,79163144006,Хамовники,Земледельческий переулок,Смоленская,
Московский Квартал,https://www.cian.ru/rent/flat/274155467/,Москва,rent,flat,31,57,5,210.0,320000,0,2006,-1.0,-1.0,79672418780,Хорошевский,Чапаевский переулок,Сокол,
Chase R.E.S.,https://www.cian.ru/rent/flat/291594493/,Москва,rent,flat,5,6,5,218.0,300000,0,1912,136.0,29.0,79645643477,Басманный,Кривоколенный переулок,Чистые пруды,
Capital Mars,https://www.cian.ru/rent/flat/256630677/,Москва,rent,flat,6,30,5,500.0,850000,0,2001,160.0,40.0,79163161640,Проспект Вернадского,Ленинский проспект,Новаторская,
PEOPLE,https://www.cian.ru/rent/flat/284794013/,Москва,rent,flat,2,6,5,190.0,790000,0,2008,-1.0,-1.0,79857958702,Хамовники,переулок Хилков,Парк Культуры,
VIVAT REAL ESTATE,https://www.cian.ru/rent/flat/280998218/,Москва,rent,flat,6,8,5,200.0,500000,0,2006,146.0,-1.0,79164537925,Замоскворечье,Озерковская набережная,Павелецкая,
Kalinka Group,https://www.cian.ru/rent/flat/163860938/,Москва,rent,flat,8,9,5,229.0,500000,0,2001,-1.0,-1.0,79854274454,Якиманка,2-й Казачий переулок,Полянка,
Point Estate Город,https://www.cian.ru/rent/flat/285615388/,Москва,rent,flat,6,29,5,400.0,850000,0,2001,320.0,-1.0,79660628891,Проспект Вернадского,Ленинский проспект,Проспект Вернадского,
Ashtons International Realty,https://www.cian.ru/rent/flat/288649182/,Москва,rent,flat,4,5,5,300.0,750000,0,2003,-1.0,-1.0,79660592246,Хамовники,7-й Ростовский переулок,Киевская,
Delight  Realty,https://www.cian.ru/rent/flat/285314620/,Москва,rent,flat,2,6,5,208.0,450000,0,2005,-1.0,21.0,79623657988,Тверской,1-й Колобовский переулок,Трубная,
Славянка - офис Северо-Запад,https://www.cian.ru/rent/flat/249993426/,Москва,rent,flat,2,7,5,176.0,450000,0,1914,90.0,20.0,79853184029,Пресненский,Никитский бульвар,Арбатская,
Московский Квартал,https://www.cian.ru/rent/flat/218156831/,Москва,rent,flat,21,34,5,180.0,250000,0,2008,-1.0,20.0,79623692102,Щукино,Авиационная,Щукинская,
Capital Mars,https://www.cian.ru/rent/flat/256630091/,Москва,rent,flat,2,7,5,176.0,390000,0,1914,110.0,18.0,79161746313,Пресненский,Никитский бульвар,Арбатская,
Capital Mars,https://www.cian.ru/rent/flat/281957542/,Москва,rent,flat,22,23,5,185.0,180000,0,2004,112.0,17.0,79175017571,Покровское-Стрешнево,Иваньковское шоссе,Щукинская,
Славянский Двор Остоженка,https://www.cian.ru/rent/flat/286717073/,Москва,rent,flat,3,7,5,177.0,390000,0,1914,90.0,20.0,79154331109,Пресненский,Никитский бульвар,Арбатская,
Penny Lane Realty,https://www.cian.ru/rent/flat/288666864/,Москва,rent,flat,3,6,5,176.0,390000,0,1914,151.0,20.0,79850784230,Пресненский,Никитский бульвар,Арбатская,
Сергей Рейнфельд,https://www.cian.ru/rent/flat/259225767/,Москва,rent,flat,13,34,5,300.0,470000,0,2009,-1.0,-1.0,79151135231,Щукино,Авиационная,Щукинская,
Славянка - офис Северо-Запад,https://www.cian.ru/rent/flat/216117707/,Москва,rent,flat,22,23,5,185.0,180000,0,2004,125.0,20.0,79853184029,Покровское-Стрешнево,Иваньковское шоссе,Щукинская,
Стоун Бридж эстейт,https://www.cian.ru/rent/flat/291109259/,Москва,rent,flat,2,12,5,204.0,550000,0,2000,179.0,20.0,79858705821,Арбат,1-й Смоленский переулок,Смоленская,
Chase R.E.S.,https://www.cian.ru/rent/flat/285701075/,Москва,rent,flat,4,5,5,170.0,450000,0,1900,100.0,28.0,79067879065,Арбат,Гоголевский бульвар,Кропоткинская,
Delight  Realty,https://www.cian.ru/rent/flat/290170041/,Москва,rent,flat,4,5,5,170.0,400000,0,1900,-1.0,8.0,79858906254,Арбат,Гоголевский бульвар,Кропоткинская,
Penny Lane Realty,https://www.cian.ru/rent/flat/292009486/,Москва,rent,flat,3,6,5,200.0,550000,0,1915,121.0,15.0,79852732461,Басманный,переулок Огородная Слобода,Чистые пруды,
Дворянское гнездо,https://www.cian.ru/rent/flat/252735433/,Москва,rent,flat,4,5,5,170.0,380000,0,1900,-1.0,-1.0,79057393657,Арбат,Гоголевский бульвар,Кропоткинская,
Penny Lane Realty,https://www.cian.ru/rent/flat/288667263/,Москва,rent,flat,4,6,5,238.0,450000,0,2004,115.0,10.0,79623641150,Раменки,Косыгина,Воробьёвы горы,
Ashtons International Realty,https://www.cian.ru/rent/flat/265875681/,Москва,rent,flat,3,6,5,200.0,550000,0,1915,-1.0,-1.0,79660592246,Басманный,переулок Огородная Слобода,Чистые пруды,
Стоун Бридж эстейт,https://www.cian.ru/rent/flat/283717632/,Москва,rent,flat,22,23,5,180.0,180000,0,2004,-1.0,35.0,79660560588,Покровское-Стрешнево,Иваньковское шоссе,Щукинская,
Delight  Realty,https://www.cian.ru/rent/flat/251281146/,Москва,rent,flat,11,15,5,230.0,300000,0,2003,-1.0,60.0,79175419059,Таганский,Таганская,Пролетарская,
Ashtons International Realty,https://www.cian.ru/rent/flat/266974452/,Москва,rent,flat,3,7,5,180.0,390000,0,1914,-1.0,-1.0,79660592246,Пресненский,Никитский бульвар,Арбатская,
Selenahome,https://www.cian.ru/rent/flat/277110855/,Москва,rent,flat,3,4,5,176.0,350000,0,1870,112.0,15.0,79169528602,Арбат,Арбат,Смоленская,
Chase R.E.S.,https://www.cian.ru/rent/flat/261352942/,Москва,rent,flat,6,18,5,410.0,440000,0,2005,286.0,41.0,79651179647,Ломоносовский,Архитектора Власова,Профсоюзная,
Chase R.E.S.,https://www.cian.ru/rent/flat/281521988/,Москва,rent,flat,6,8,5,226.0,500000,0,2006,135.0,20.0,79645643477,Замоскворечье,Озерковская набережная,Павелецкая,
Chase R.E.S.,https://www.cian.ru/rent/flat/285389898/,Москва,rent,flat,6,18,5,410.0,440000,0,2005,283.0,40.0,79645643477,Ломоносовский,Архитектора Власова,Профсоюзная,
Ashtons International Realty,https://www.cian.ru/rent/flat/262298841/,Москва,rent,flat,2,16,5,204.0,500000,0,2000,-1.0,-1.0,79660592246,Арбат,1-й Смоленский переулок,Смоленская,
GRAND ESTATE - Премиальная недвижимость,https://www.cian.ru/rent/flat/289060260/,Москва,rent,flat,4,5,5,170.0,400000,0,1900,112.0,20.0,79660641282,Арбат,Гоголевский бульвар,Кропоткинская,
Chase R.E.S.,https://www.cian.ru/rent/flat/291330399/,Москва,rent,flat,3,6,5,195.0,550000,0,1915,123.0,13.0,79153446474,Басманный,переулок Огородная Слобода,Чистые пруды,
Penny Lane Realty,https://www.cian.ru/rent/flat/291017335/,Москва,rent,flat,38,43,5,260.0,350000,0,2007,115.0,30.0,79165852947,Хорошевский,Хорошевское шоссе,Улица 1905 года,
Корона,https://www.cian.ru/rent/flat/270641110/,Москва,rent,flat,10,26,5,196.0,300000,0,2000,147.0,-1.0,79851631230,Можайский,Можайское шоссе,Кунцевская,
Chase R.E.S.,https://www.cian.ru/rent/flat/286424103/,Москва,rent,flat,2,6,5,190.0,890000,0,2008,116.0,12.0,79651179647,Хамовники,переулок Хилков,Кропоткинская,
Capital Mars,https://www.cian.ru/rent/flat/291153836/,Москва,rent,flat,3,6,5,195.0,550000,0,1915,121.0,15.0,79152533042,Басманный,переулок Огородная Слобода,Чистые пруды,
Chase R.E.S.,https://www.cian.ru/rent/flat/267589378/,Москва,rent,flat,8,9,5,229.0,500000,0,2001,118.0,15.0,79645643477,Якиманка,2-й Казачий переулок,Полянка,
Контакт Недвижимость,https://www.cian.ru/rent/flat/235036844/,Москва,rent,flat,25,57,5,213.0,400000,0,2006,-1.0,-1.0,79167326948,Хорошевский,Чапаевский переулок,Аэропорт,
Славянский Двор Остоженка,https://www.cian.ru/rent/flat/286484812/,Москва,rent,flat,4,5,5,170.0,400000,0,1900,136.0,-1.0,79167690757,Арбат,Гоголевский бульвар,Кропоткинская,
Стоун Бридж эстейт,https://www.cian.ru/rent/flat/291109255/,Москва,rent,flat,3,3,5,205.0,300000,0,1917,170.0,25.0,79660623396,Тверской,переулок Столешников,Охотный ряд,
Стоун Бридж эстейт,https://www.cian.ru/rent/flat/289973967/,Москва,rent,flat,4,7,5,230.0,350000,0,2003,200.0,20.0,79858705821,Покровское-Стрешнево,Береговая,Водный стадион,
Penny Lane Realty,https://www.cian.ru/rent/flat/288666085/,Москва,rent,flat,11,15,5,230.0,300000,0,2003,148.0,24.0,79153034950,Таганский,Таганская,Марксистская,
ID 16300,https://www.cian.ru/rent/flat/289795882/,Москва,rent,flat,8,8,5,185.0,480000,50,2008,123.0,14.0,79652714244,Хамовники,Хамовнический Вал,Спортивная,
Анастасия Фалинова,https://www.cian.ru/rent/flat/292249121/,Москва,rent,flat,9,22,5,140.0,100000,50,1997,87.0,12.0,79191051818,Чертаново Северное,Сумской проезд,Чертановская,
Redeveloper,https://www.cian.ru/rent/flat/279230217/,Москва,rent,flat,7,9,5,160.0,300000,0,2011,75.0,25.0,79661727125,Савеловский,Верхняя Масловка,Петровский Парк,
EMPIRE HOME,https://www.cian.ru/rent/flat/292333783/,Москва,rent,flat,7,8,5,136.0,190000,50,1958,100.0,9.0,79169296297,Дорогомилово,площадь Победы,Парк Победы,
Практик,https://www.cian.ru/rent/flat/284897906/,Москва,rent,flat,7,16,5,160.0,170000,0,2002,112.0,23.0,79857126182,Очаково-Матвеевское,Нежинская,Давыдково,
ID 248269,https://www.cian.ru/rent/flat/292637022/,Москва,rent,flat,24,28,5,150.0,380000,0,2003,90.0,30.0,79801446307,Щукино,Авиационная,Щукинская,
